"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
438,31,29,"19911125NYTHB","Thomas Jefferson High School","High","1991-11-25",1991,"10:30:00",10,10.5,"Brooklyn","NY",40.6669092,-73.894808,"Hallway","Inside School Building","0-5",10,0.3892044392414391,0.31972737703472376,0.8572492392268032,0.9423081981949508,0.815688218921423,0.17469486338086426,0.3094536857679486,2,0,0,1,1,2,1942216.3810890291,-937353.0385310765,2,120,0.6533552305772901,0.6523368137422949,1
439,32,201,"19911226NCWHW","Whiteville High School","High","1991-12-26",1991,"NA:NA:NA",NA,NA,"Whiteville","NC",34.335039,-78.707179,"Beside Building","Outside on School Property","5-10",-1,0.40028315177187324,0.5972726296167821,0.021759134717285633,0.6241933372803032,0.0390097857452929,0.7278992384672165,0.7192680449225008,2,0,0,0,2,2,1634311.9296463393,-1022022.652590229,1,1838,0.07230327557772398,0.7082264539785683,1
440,1,29,"19920117SCGRG","Greenwood High School","High","1992-01-17",1992,"12:00:00",12,12,"Greenwood","SC",34.2307766,-82.1762105,"Cafeteria","Inside School Building","0-5",12,0.06832738127559423,0.8208043202757835,0.8773572221398354,0.8624905934557319,0.11088983342051506,0.5419125282205641,0.930705219740048,1,0,0,0,1,1,963455.7266102628,-1604910.6222654048,1,732,0.22581842332147062,0.9432247381191701,1
441,2,202,"19920128LAFRG","Francis W. Gregory Junior High School","JuniorHigh","1992-01-28",1992,"NA:NA:NA",NA,NA,"Gentilly","LA",30.0029889,-90.0705738,"Beside Building","Outside on School Property","0-5",-1,0.8152925088070333,0.2006028515752405,0.20815794565714896,0.7177199556026608,0.7745476146228611,0.9043257657904178,0.9526098612695932,1,0,0,0,1,1,963455.7266102628,-1604910.6222654048,2,65,0.4470369948539883,0.3255596978124231,1
442,3,18,"19920131LAFRG","Francis W. Gregory Junior High School","JuniorHigh","1992-01-31",1992,"13:30:00",13,13.5,"Gentilly","LA",30.0029889,-90.0705738,"Hallway","Inside School Building",NA,13,0.055204576114192605,0.6653223105240613,0.04769553244113922,0.4931167261675,0.03397128591313958,0.330630921991542,0.3304407009854913,1,0,0,0,1,1,229888.6032200692,-1053049.5547730585,2,65,0.4470369948539883,0.3255596978124231,2
443,4,18,"19920206OKDOO","Douglass High School","High","1992-02-06",1992,"14:20:00",14,14.33,"Oklahoma City","OK",35.475498,-97.4751681,"Inside School Building","Inside School Building","0-5",14,0.09785193600691855,0.4336443869397044,0.9305057022720575,0.8727161264978349,0.7930343989282846,0.9802560692187399,0.8731607699301094,1,0,0,1,0,1,2086686.8699926096,-606114.9240139638,1,519,0.2963021753821522,0.745306309312582,1
444,5,30,"19920207VABON","Booker T. Washington High School","High","1992-02-07",1992,"12:47:00",12,12.78,"Norfolk","VA",36.853739,-76.268135,"Beside Building","Outside on School Property",NA,12,0.6534953571390361,0.13364159828051925,0.795732163824141,0.8111108476296067,0.3885511294938624,0.10438687796704471,0.8647051712032408,2,0,0,1,1,2,2163129.071888734,-134624.6977135391,1,283,0.2168927628081292,0.047348293941468,1
445,6,37,"19920226NYTHB","Thomas Jefferson High School","High","1992-02-26",1992,"08:40:00",8,8.67,"Brooklyn","NY",40.6669092,-73.894808,"Hallway","Inside School Building","0-5",8,0.563516668509692,0.6401396880391985,0.32943682628683746,0.5779584727715701,0.3794161709956825,0.26455164048820734,0.9917075529228896,2,0,0,2,0,2,1444499.4800813168,-422021.8497489953,2,120,0.6533552305772901,0.6523368137422949,2
446,7,203,"19920305OHHAO","Hamilton Middle School","Middle","1992-03-05",1992,"NA:NA:NA",NA,NA,"Obetz","OH",39.8596337,-82.9865207,"Cafeteria","Inside School Building","0-5",-1,0.5811397901270539,0.790994152892381,0.9769012166652828,0.3285950233694166,0.5447708156425506,0.06032067118212581,0.319372633472085,1,0,0,0,1,1,968308.3367949491,-1610936.6653409668,1,750,0.9034008847083896,0.545186908217147,1
447,8,38,"19920331LAOPA","O Perry Walker High School","High","1992-03-31",1992,"08:15:00",8,8.25,"Algiers","LA",29.94357,-90.02695,"Hallway","Inside School Building","0-5",8,0.35530672292225063,0.4549712501466274,0.7704527580644935,0.6169617995619774,0.467534865019843,0.03204982401803136,0.20814528223127127,1,0,0,1,0,1,1811755.0801384086,-1843175.4318228094,2,96,0.3282386641949415,0.09223907766863704,1
448,9,25,"19920409FLFOF","Fort Myers High School","High","1992-04-09",1992,"09:15:00",9,9.25,"Fort Myers","FL",26.62773,-81.877744,"Field (General)","Outside on School Property","0-5",9,0.8736185124143958,0.5398233132436872,0.5071710266638547,0.16519920527935028,0.3768097781576216,0.6606364683248103,0.553071464644745,1,0,0,0,1,1,306124.5921135905,-1351194.4541264367,1,658,0.6790134157054126,0.1690693567506969,1
449,10,204,"19920417TXLID","Lincoln High School","High","1992-04-17",1992,"NA:NA:NA",NA,NA,"Dallas","TX",32.75457,-96.75056,"Parking Lot","Outside on School Property",NA,-1,0.06205521780066192,0.768300550756976,0.7307729164604098,0.954577952856198,0.9989111588802189,0.4583539105951786,0.29484060942195356,1,0,0,1,0,1,-1839886.8195776078,-416741.37511468114,2,82,0.2977230781689286,0.3856342686340213,2
450,11,205,"19920501CALIO","Lindhurst High School","High","1992-05-01",1992,"NA:NA:NA",NA,NA,"Olivehurst","CA",39.083497,-121.536729,"Hallway","Inside School Building","10-30",-1,0.19879464316181839,0.3042628192342818,0.3308865134604275,0.22077728668227792,0.5865225156303495,0.9682763942983001,0.9532240873668343,4,10,0,4,10,14,429100.2891201224,-1570078.2838213816,1,1031,0.5465227942913771,0.031184246065095067,1
451,12,14,"19920514TXHUH","Huntsville Junior High School","JuniorHigh","1992-05-14",1992,"07:45:00",7,7.75,"Huntsville","TX",30.720391,-95.551435,"Courtyard","Outside on School Property","0-5",7,0.24767164117656648,0.37488829460926354,0.1977320529986173,0.33053839881904423,0.619986443547532,0.12591571058146656,0.05856108712032437,1,0,0,0,1,1,-1921673.4498327856,-485815.6252159709,1,847,0.48682287335395813,0.2623563935048878,1
452,13,39,"19920514CASIN","Silverado Middle School","JuniorHigh","1992-05-14",1992,"08:15:00",8,8.25,"Napa","CA",38.2946921,-122.2589013,"Classroom","Inside School Building","0-5",8,0.15711833047680557,0.8643181037623435,0.6648597128223628,0.07246721885167062,0.012260918272659183,0.2560886978171766,0.25803012284450233,2,0,0,0,2,2,-1694908.7609016676,-1035177.6329605994,1,1575,0.7538997794035822,0.8167042508721352,1
453,14,206,"19920529CAVEL","Venice High School","High","1992-05-29",1992,"NA:NA:NA",NA,NA,"Los Angeles","CA",33.99862,-118.44291,"Front of School","Outside on School Property",NA,-1,0.4323320158291608,0.3137065914925188,0.16495567024685442,0.26971047976985574,0.2399701273534447,0.9230790019501001,0.4120028631296009,3,0,0,0,3,3,1964670.3664579364,-398654.70610215055,2,121,0.18688826239667833,0.001152385026216507,1
454,15,5,"19920530DCARW","Archbishop Carroll High School","High","1992-05-30",1992,"23:50:00",23,23.83,"Washington","DC",38.9408387,-77.006351,"Beside Building","Outside on School Property","10-30",23,0.7518383071292192,0.0764368015807122,0.2078759097494185,0.36012950679287314,0.03058472345583141,0.1527993087656796,0.9041971263941377,3,2,0,1,4,5,-1796097.2360791613,-631454.148411593,1,186,0.7533078643027693,0.027105593821033835,1
455,16,6,"19920606CAMEM","Merced High School","High","1992-06-06",1992,"23:18:00",23,23.3,"Merced","CA",37.32044,-120.472621,"Gym","Inside School Building","0-5",23,0.21247517014853656,0.6122414539568126,0.9089990758802742,0.6582509202416986,0.39541761414147913,0.8600667589344084,0.9340562005527318,1,0,0,0,1,1,-166499.8824222082,-1082073.730941577,1,1150,0.5069977268576622,0.11077755992300808,1
456,17,30,"19920911TXPAA","Palo Duro High School","High","1992-09-11",1992,"10:00:00",10,10,"Amarillo","TX",35.227783,-101.823257,"Hallway","Inside School Building","5-10",10,0.09590926137752831,0.4585505509749055,0.21114692697301507,0.5001646906603128,0.6448688167147338,0.13427497423253953,0.9977988637983799,7,0,0,0,7,7,-1845170.4033045215,-478089.2013333588,1,1332,0.19517143187113106,0.2785731090698391,1
457,18,19,"19920928CAHIS","Hiram Johnson High School","High","1992-09-28",1992,"15:10:00",15,15.17,"Sacramento","CA",38.54074,-121.42523,"Hallway","Inside School Building","0-5",15,0.791549735236913,0.4675757398363203,0.8691029059700668,0.9031372368335724,0.08503300393931568,0.1685660108923912,0.5068249788600951,2,0,0,0,2,2,437688.19106060435,-1668106.398049786,1,818,0.8865661208983511,0.19696119707077742,1
458,19,4,"19920930TXHOH","Hollibrook Elementary School","Elementary","1992-09-30",1992,"22:30:00",22,22.5,"Houston","TX",29.826451,-95.507753,"Outside on School Property","Outside on School Property","0-5",22,0.01266385498456657,0.969482074258849,0.4940052425954491,0.5422280351631343,0.04668624885380268,0.9467932526022196,0.5564667514991015,2,0,0,1,1,2,-1670829.429313753,-1051477.3688932841,1,823,0.4792715599760413,0.3395387346390635,1
459,20,20,"19920930CAPAL","Paramount High School","High","1992-09-30",1992,"15:00:00",15,15,"Los Angeles","CA",33.90179,-118.153201,"Front of School","Outside on School Property",NA,15,0.49379940214566886,0.7974055742379278,0.12878262717276812,0.4776799394749105,0.7650412588845938,0.9692075401544571,0.26218707929365337,0,0,1,1,0,1,-1031735.9356901523,-1359673.987333955,1,1335,0.9685509279370308,0.45145144942216575,1
460,21,207,"19921013AZDET","Desert View High School","High","1992-10-13",1992,"NA:NA:NA",NA,NA,"Tucson","AZ",32.1363647,-110.9050733,"Parking Lot","Outside on School Property",NA,-1,0.3680668533779681,0.49462589365430176,0.5110543486662209,0.3317205710336566,0.15082314563915133,0.178163189208135,0.979848925024271,1,0,0,1,0,1,2158724.4414760885,-111432.81350644703,1,504,0.5337648736312985,0.9651833151001483,1
461,22,19,"19921019NYEVB","Evander Childs High School","High","1992-10-19",1992,"13:47:00",13,13.78,"Bronx","NY",40.87528,-73.86222,"Beside Building","Outside on School Property","0-5",13,0.9605231028981507,0.3853988451883197,0.9791656972374767,0.808186304057017,0.4874359464738518,0.21137428400106728,0.1999021575320512,1,0,2,0,3,3,1373891.790879438,-144817.16554092555,1,620,0.11577966483309865,0.4616954836528748,1
462,23,19,"19921104MIMUD","Mumford High School","High","1992-11-04",1992,"14:45:00",14,14.75,"Detroit","MI",42.42141,-83.1631926,"Front of School","Outside on School Property","5-10",14,0.45674596703611314,0.5375761270988733,0.05312791047617793,0.7994859346654266,0.4477575062774122,0.7102993601001799,0.6704075413290411,3,0,0,0,3,3,1388248.879423465,-148808.70909063236,3,14,0.6401484864763916,0.27114568115212023,2
463,24,20,"19921104MIMAD","Marcus Garvey Academy","K-8","1992-11-04",1992,"14:45:00",14,14.75,"Detroit","MI",42.3599139,-83.0012266,"Front of School","Outside on School Property","5-10",14,0.6879137416835874,0.8402731695678085,0.9800684694200754,0.19311126903630793,0.7538625102024525,0.5674204041715711,0.4932626138906926,1,0,0,0,1,1,1392888.9282001182,-142200.6204104861,1,1082,0.3418144441675395,0.8729374036192894,1
464,25,31,"19921104MIFID","Finney High School","High","1992-11-04",1992,"10:30:00",10,10.5,"Detroit","MI",42.409192,-82.929536100000007,"Hallway","Inside School Building",NA,10,0.7111257608048618,0.149614347377792,0.7604899681173265,0.2524619475007057,0.8441770132631063,0.5995938542764634,0.5462056547403336,0,7,0,0,7,7,1021944.71933336,-278676.5625148706,2,64,0.5039487120229751,0.5275993060786277,2
465,26,208,"19921110ILSHC","Sherman Elementary School","Elementary","1992-11-10",1992,"NA:NA:NA",NA,NA,"Chicago","IL",41.7998862,-87.6503881,"Classroom","Inside School Building","0-5",-1,0.7533885824959725,0.7502188105136156,0.5908260049764067,0.28988053323701024,0.8961590223480016,0.5381082477979362,0.776734575862065,0,0,0,0,0,0,420936.3250431071,-1662831.8199436967,1,1571,0.6127659028861672,0.8198950875084847,1
466,27,21,"19921113TXLAC","Langham Creek High School","High","1992-11-13",1992,"14:00:00",14,14,"Cypress","TX",29.8820733,-95.6772041,"Parking Lot","Outside on School Property","0-5",14,0.8725067672785372,0.8198059324640781,0.0727532864548266,0.5334003462921828,0.22721795924007893,0.7424836019054055,0.8393642725422978,0,0,1,1,0,1,1217098.4470415465,-1186726.4412072215,2,81,0.32623314671218395,0.16586142405867577,2
467,28,209,"19921116ALFAB","Fairfield High School","High","1992-11-16",1992,"NA:NA:NA",NA,NA,"Birmingham","AL",33.45119072694,-86.910223564787,"Hallway","Inside School Building","0-5",-1,0.02640969306230545,0.9403444984927773,0.19339730008505285,0.9033417929895222,0.24764418555423617,0.6148897449020296,0.4318561879917979,1,0,0,1,0,1,1022486.5006990773,-277733.5918068073,1,626,0.70158511842601,0.2440246802289039,1
468,29,32,"19921120ILTIC","Tilden High School","High","1992-11-20",1992,"10:00:00",10,10,"Chicago","IL",41.80753,-87.64227,"Hallway","Inside School Building","0-5",10,0.43753657187335193,0.7986737140454352,0.6140081146731973,0.3420853354036808,0.09660296351648867,0.7407410852611065,0.8006145586259663,3,0,0,1,2,3,1292663.8533561009,-1294922.6062748027,1,1717,0.8869361120741814,0.20932799903675914,1
469,30,210,"19921124ALROM","Robert E. Lee High School","High","1992-11-24",1992,"NA:NA:NA",NA,NA,"Montgomery","AL",32.3782718,-86.2717306,"Bathroom","Inside School Building","0-5",-1,0.8821850344538689,0.16605633962899446,0.1654752460308373,0.7492189994081855,0.6998654492199421,0.5164948450401425,0.38954753428697586,0,0,1,0,1,1,1014147.8797648851,-269235.2841057449,3,17,0.7150804966222495,0.6774281167890877,1
470,31,211,"19921130ILORC","Orr High School","High","1992-11-30",1992,"NA:NA:NA",NA,NA,"Chicago","IL",41.8942,-87.727,"Beside Building","Outside on School Property","5-10",-1,0.8123082120437175,0.9240643163211644,0.4898213029373437,0.08738177898339927,0.6463964805006981,0.5621570816729218,0.49493211577646434,1,0,0,0,1,1,1025132.8469567149,-276580.28272816946,1,1309,0.916305739665404,0.045653570210561156,1
471,32,3,"19921203ILWOC","Woodson High School","High","1992-12-03",1992,"19:00:00",19,19,"Chicago","IL",41.8142,-87.60866,"Gym","Inside School Building","0-5",19,0.9896803721785545,0.48934133956208825,0.5347574572078884,0.30588748934678733,0.578326542628929,0.5458796087186784,0.35974518675357103,2,0,0,1,1,2,1331727.195856974,-1471713.240190707,2,132,0.683332197368145,0.18960553244687617,2
472,33,26,"19921214NYWAW","Walton High School","High","1992-12-14",1992,"09:14:00",9,9.23,"Walton","NY",30.7418363,-86.1242749,"Classroom","Inside School Building","0-5",9,0.8583783111535013,0.49889763980172575,0.7818398259114474,0.7079585827887058,0.8969359360635281,0.49366832291707397,0.18834194191731513,0,0,1,0,1,1,2210229.0419884194,-106193.21992885582,1,1776,0.2769614204298705,0.6505111022852361,1
473,1,4,"19930105NYBRB","Brentwood High School","High","1993-01-05",1993,"17:27:00",17,17.45,"Brentwood","NY",40.7724011,-73.2545863,"Gym","Inside School Building",NA,17,0.7636615096125752,0.9699754053726792,0.8697709888219833,0.10549979191273451,0.11556393187493086,0.9169904363807291,0.17469174740836024,1,0,0,0,1,1,1634571.7956477865,-173963.89727594616,2,40,0.22110293782316148,0.06697596469894052,2
474,2,40,"19930108PACRM","Crawford County Joint Vocational Technical School","High","1993-01-08",1993,"08:00:00",8,8,"Meadville","PA",41.646103,-80.1471538,"Hallway","Inside School Building","0-5",8,0.9189563901163638,0.016037499997764826,0.2794160002376884,0.902112681651488,0.4940578257665038,0.7676342299673706,0.4305363721214235,1,0,0,0,1,1,1987876.6940642209,-1880507.4168012505,2,52,0.03487480408512056,0.6809984869323671,2
475,3,21,"19930112FLNOM","Norland Senior High School","High","1993-01-12",1993,"15:15:00",15,15.25,"Miami","FL",25.95195,-80.218549,"Hallway","Inside School Building","5-10",15,0.6445623757317662,0.7751962572801858,0.3696352355182171,0.7618839030619711,0.7917657850775868,0.6190789672546089,0.42531125945970416,1,0,0,1,0,1,1481912.7509859358,-588870.3875334538,1,1247,0.47954407799988985,0.8527323878370225,1
476,4,22,"19930118KYEAG","East Carter High School","High","1993-01-18",1993,"14:40:00",14,14.67,"Grayson","KY",38.325263,-82.93279,"Classroom","Inside School Building","5-10",14,0.8266085011418909,0.5436299778521061,0.4860758944414556,0.8654011501930654,0.9348150636069477,0.5389912829268724,0.8118327131960541,1,0,1,2,0,2,-1685648.9965260492,-1027749.7689458344,1,550,0.027992571936920285,0.6858423312660307,1
477,5,212,"19930121CAFAL","Fairfax High School","High","1993-01-21",1993,"NA:NA:NA",NA,NA,"Los Angeles","CA",34.081966,-118.359909,"Classroom","Inside School Building","0-5",-1,0.791811095783487,0.821827967884019,0.46910473541356623,0.13592286501079798,0.19457173091359437,0.2938933770637959,0.8321805882733315,2,0,0,1,1,2,-1634505.6433727164,527014.2163229816,2,63,0.07048897771164775,0.15315774455666542,2
478,6,1,"19930201WARER","Redmond Junior High School","High","1993-02-01",1993,"06:30:00",6,6.5,"Redmond","WA",47.6919,-122.11979,"Outside on School Property","Outside on School Property","0-5",6,0.6108231912367046,0.0892530798446387,0.8331737795379013,0.4556090678088367,0.3781279439572245,0.4606586128938943,0.5069975366350263,0,0,0,0,0,0,2201272.587435985,-121337.27161753368,1,1440,0.07341439742594957,0.2408747896552086,1
479,7,23,"19930201NYAMA","Amityville High School","High","1993-02-01",1993,"14:15:00",14,14.25,"Amityville","NY",40.670584,-73.4119277,"Beside Building","Outside on School Property","0-5",14,0.259073406457901,0.3868950840551406,0.1138652809895575,0.9825126496143639,0.15668201260268688,0.14453904167748988,0.3142083650454879,2,0,0,1,1,2,1717831.6273133177,-1032458.0555433033,1,170,0.14280002238228917,0.449270514305681,1
480,8,213,"19930203SCLEL","Lexington High School","High","1993-02-03",1993,"NA:NA:NA",NA,NA,"Lexington","SC",33.97765,-81.30843,"Outside on School Property","Outside on School Property",NA,-1,0.6198750913608819,0.007675583707168698,0.46064727450720966,0.8101916208397597,0.9951531703118235,0.08834340260364115,0.805994265479967,1,0,0,0,1,1,1860871.4622247026,-1126284.594227531,1,1014,0.6318501753266901,0.36272056493908167,1
481,9,8,"19930203SCGAC","Garrett High School","High","1993-02-03",1993,"20:00:00",20,20,"Charleston","SC",32.8624,-80.00231,"Front of School","Outside on School Property","0-5",20,0.0640657702460885,0.09112433483824134,0.6291698017157614,0.9444347200915217,0.3945497376844287,0.4929430177435279,0.15680333832278848,1,0,0,0,1,1,1440958.7596734604,-1130886.481725879,1,688,0.5098428993951529,0.07320856535807252,1
